experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
1dfc90b6-efa4-4911-b398-bdc560557e17,2022-08-08-14-06-09,2022-08-08-14-06-09,True,2022-08-08 14:06:09.336482,,,Pipeline has been started.,experiment.csv,,,2022-08-08 14:06:09.338476
1dfc90b6-efa4-4911-b398-bdc560557e17,2022-08-08-14-06-09,2022-08-08-14-06-09,False,2022-08-08 14:06:09.336482,2022-08-08 14:07:03.482517,0 days 00:00:54.146035,Pipeline has been completed.,experiment.csv,0.9211031959904684,True,2022-08-08 14:07:03.483515
3a317936-a444-4878-9e4f-3d4589fa6da9,2022-08-08-14-41-06,2022-08-08-14-41-06,True,2022-08-08 14:41:06.173915,,,Pipeline has been started.,experiment.csv,,,2022-08-08 14:41:06.173915
3a317936-a444-4878-9e4f-3d4589fa6da9,2022-08-08-14-41-06,2022-08-08-14-41-06,False,2022-08-08 14:41:06.173915,2022-08-08 14:41:44.396669,0 days 00:00:38.222754,Pipeline has been completed.,experiment.csv,0.9209622460240794,True,2022-08-08 14:41:44.396669
66788356-abb6-44c5-beb3-917250d41f1a,2022-08-08-14-55-41,2022-08-08-14-55-41,True,2022-08-08 14:55:41.208251,,,Pipeline has been started.,experiment.csv,,,2022-08-08 14:55:41.208251
f2225faf-56f1-4394-a830-f351d017bdd6,2022-08-08-15-02-27,2022-08-08-15-02-27,True,2022-08-08 15:02:27.994413,,,Pipeline has been started.,experiment.csv,,,2022-08-08 15:02:27.995414
94d8fc20-d392-4a03-97eb-f6c24e69bf42,2022-08-08-15-34-01,2022-08-08-15-34-01,True,2022-08-08 15:34:01.014252,,,Pipeline has been started.,experiment.csv,,,2022-08-08 15:34:01.015241
94d8fc20-d392-4a03-97eb-f6c24e69bf42,2022-08-08-15-34-01,2022-08-08-15-34-01,False,2022-08-08 15:34:01.014252,2022-08-08 15:34:46.066236,0 days 00:00:45.051984,Pipeline has been completed.,experiment.csv,0.9212976612630218,True,2022-08-08 15:34:46.066236
